TERM	NAME	LINK
PWY-6543	4-aminobenzoate biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6543
PWY-5980	xylogalacturonan biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5980
PWY-6424	"26,27-dehydrozymosterol metabolism"	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6424
PWY-6724	starch degradation II	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6724
PWY-6964	ammonia assimilation cycle II	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6964
PWY-3181	L-tryptophan degradation VI (via tryptamine)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-3181
PWY-7344	UDP-alpha-D-galactose biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7344
CYSTSYN-PWY	L-cysteine biosynthesis I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=CYSTSYN-PWY
GLUTORN-PWY	L-ornithine biosynthesis I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=GLUTORN-PWY
PWY-5004	superpathway of L-citrulline metabolism	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5004
PWY-7199	pyrimidine deoxyribonucleosides salvage	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7199
PWY-6909	thiazole biosynthesis III (eukaryotes)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6909
PWY-981	salicylate biosynthesis II	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-981
PWY-4101	D-sorbitol degradation I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-4101
PWY-5687	pyrimidine ribonucleotides interconversion	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5687
PWY-3101	flavonol biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-3101
PWY-3542	choline biosynthesis II	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-3542
PWY-6	GDP-L-fucose biosynthesis II (from L-fucose)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6
PWY-7909	formaldehyde oxidation VII (THF pathway)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7909
PWY-7450	anthocyanidin modification (Arabidopsis)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7450
PWY-3821	D-galactose detoxification	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-3821
PWY18C3-24	methylsalicylate degradation	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY18C3-24
GLNSYN-PWY	L-glutamine biosynthesis I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=GLNSYN-PWY
PWY-4541	"lipid-dependent phytate biosynthesis I (via Ins(1,4,5)P3)"	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-4541
PWY-6623	salicylate glucosides biosynthesis II	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6623
PWY-3001	superpathway of L-isoleucine biosynthesis I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-3001
ARGININE-SYN4-PWY	L-ornithine biosynthesis II	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=ARGININE-SYN4-PWY
PWY-6786	detoxification of reactive carbonyls in chloroplasts	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6786
PWY-5957	L-nicotianamine biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5957
PWY-6164	3-dehydroquinate biosynthesis I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6164
PWYQT-1	lysine degradation III	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWYQT-1
PWY-6232	chrysoeriol biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6232
METHIONINE-DEG1-PWY	L-methionine degradation I (to L-homocysteine)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=METHIONINE-DEG1-PWY
PWY4FS-6	phosphatidylethanolamine biosynthesis II	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY4FS-6
PWY-4984	urea cycle	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-4984
PWY-3461	L-tyrosine biosynthesis II	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-3461
PWY-5947	lutein biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5947
PWY-6295	olivetol biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6295
PWY-6304	casbene biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6304
PWY-5168	ferulate and sinapate biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5168
PWY-7120	esterified suberin biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7120
PWY-112	lupeol biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-112
PWY-7851	coenzyme A biosynthesis II (eukaryotic)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7851
PWY-5408	9-lipoxygenase and 9-hydroperoxide lyase pathway	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5408
PWY-5859	eugenol and isoeugenol biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5859
PWY-7204	pyridoxal 5'-phosphate salvage II (plants)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7204
PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6147
PWY-6556	pyrimidine ribonucleosides salvage II	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6556
PWY-5943	beta-carotene biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5943
PWY-5989	stearate biosynthesis II (bacteria and plants)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5989
PWY-5046	2-oxoisovalerate decarboxylation to isobutanoyl-CoA	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5046
LEUSYN-PWY	L-leucine biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=LEUSYN-PWY
PWY-841	superpathway of purine nucleotides de novo biosynthesis I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-841
PWY-6963	ammonia assimilation cycle I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6963
PWY-3221	dTDP-L-rhamnose biosynthesis II	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-3221
PWY-7036	very long chain fatty acid biosynthesis II	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7036
PWY-5406	divinyl ether biosynthesis I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5406
PWY-6730	methylhalides biosynthesis (plants)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6730
PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6122
PWY-6596	adenosine nucleotides degradation I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6596
